date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2020-01-02 00:00:00+00:00,1367.37,1368.14,1341.55,1341.55,1406731,67.8088431662,67.8470280095,66.5284111467,66.5284111467,28134620,0.0,1.0
2020-01-03 00:00:00+00:00,1360.66,1372.5,1345.544,1347.86,1187006,67.4760895314,68.0632434861,66.726476425,66.8413284992,23740120,0.0,1.0
2020-01-06 00:00:00+00:00,1394.21,1396.5,1350.0,1350.0,1733149,69.1398577055,69.2534204214,66.9474526093,66.9474526093,34662980,0.0,1.0
2020-01-07 00:00:00+00:00,1393.34,1402.99,1390.38,1397.94,1511693,69.0967137916,69.575264101,68.9499253029,69.3248310375,30233860,0.0,1.0
2020-01-08 00:00:00+00:00,1404.32,1411.58,1390.84,1392.08,1529177,69.6412197395,70.0012482624,68.9727370275,69.0342295025,30583540,0.0,1.0
2020-01-09 00:00:00+00:00,1419.83,1427.33,1410.27,1420.57,1502664,70.4103715839,70.7823018762,69.936284438,70.4470687061,30053280,0.0,1.0
2020-01-10 00:00:00+00:00,1429.73,1434.929,1418.35,1427.56,1821566,70.9013195697,71.1591416483,70.3369773395,70.7937077385,36431320,0.0,1.0
2020-01-13 00:00:00+00:00,1439.23,1440.52,1426.02,1436.13,1378286,71.3724312732,71.4364032835,70.7173380518,71.2187000858,27565720,0.0,1.0
2020-01-14 00:00:00+00:00,1430.88,1441.8,1428.37,1439.01,1560453,70.9583488812,71.4998793867,70.83387621,71.361521318,31209060,0.0,1.0
2020-01-15 00:00:00+00:00,1439.2,1441.395,1430.21,1430.21,1282685,71.3709435521,71.4797951509,70.9251231084,70.9251231084,25653700,0.0,1.0
2020-01-16 00:00:00+00:00,1451.7,1451.99,1440.92,1447.44,1173688,71.9908273725,72.0052086772,71.4562395658,71.7795709665,23473760,0.0,1.0
2020-01-17 00:00:00+00:00,1480.39,1481.295,1458.22,1462.91,2396215,73.4135847172,73.4584643058,72.3141587733,72.5467391827,47924300,0.0,1.0
2020-01-21 00:00:00+00:00,1484.4,1491.85,1471.2,1479.12,2008830,73.6124434468,73.9818942038,72.9578461324,73.3506045211,40176600,0.0,1.0
2020-01-22 00:00:00+00:00,1485.95,1503.214,1484.93,1491.0,1610846,73.6893090406,74.5454429827,73.6387265208,73.939742104,32216920,0.0,1.0
2020-01-23 00:00:00+00:00,1486.65,1495.52,1482.1,1487.64,1351354,73.7240225345,74.1638920935,73.4983848239,73.7731173331,27027080,0.0,1.0
2020-01-24 00:00:00+00:00,1466.71,1495.495,1465.25,1493.59,1784644,72.7351838641,74.1626523259,72.6627814339,74.0681820316,35692880,0.0,1.0
2020-01-27 00:00:00+00:00,1433.9,1438.07,1421.2,1431.0,1755201,71.1081128122,71.3149060547,70.4783108506,70.9642997658,35104020,0.0,1.0
2020-01-28 00:00:00+00:00,1452.56,1456.0,1432.47,1443.0,1577422,72.0334753794,72.2040674068,71.0371981031,71.5593882335,31548440,0.0,1.0
2020-01-29 00:00:00+00:00,1458.63,1465.43,1446.74,1458.8,1078667,72.3344909626,72.6717077609,71.7448574726,72.3429213825,21573340,0.0,1.0
2020-01-30 00:00:00+00:00,1455.84,1457.28,1436.4,1439.96,1339421,72.1961328939,72.26754351,71.2320895763,71.4086324883,26788420,0.0,1.0
2020-01-31 00:00:00+00:00,1434.23,1470.13,1428.53,1468.9,2417214,71.1244777451,72.9047840774,70.8418107229,72.8437875095,48344280,0.0,1.0
2020-02-03 00:00:00+00:00,1485.94,1490.0,1458.99,1462.0,3055216,73.6888131335,73.8901513984,72.3523436166,72.5016116406,61104320,0.0,1.0
2020-02-04 00:00:00+00:00,1447.07,1469.5,1426.3,1457.07,3932954,71.7612224054,72.8735419329,70.7312234494,72.2571294618,78659080,0.0,1.0
2020-02-05 00:00:00+00:00,1448.23,1463.84,1430.56,1462.42,1986157,71.818747624,72.5928585389,70.9424798554,72.5224397369,39723140,0.0,1.0
2020-02-06 00:00:00+00:00,1476.23,1482.0,1449.57,1450.33,1679384,73.2072873818,73.4934257533,71.8851991695,71.9228881058,33587680,0.0,1.0
2020-02-07 00:00:00+00:00,1479.23,1485.84,1466.35,1467.3,1172270,73.3560594987,73.683854063,72.7173312101,72.7644423805,23445400,0.0,1.0
2020-02-10 00:00:00+00:00,1508.68,1509.5,1474.32,1474.32,1419876,74.8165057797,74.8571701583,73.112569134,73.112569134,28397520,0.0,1.0
2020-02-11 00:00:00+00:00,1508.79,1529.63,1505.638,1511.81,1344633,74.8219607573,75.8554310628,74.6656508531,74.9717246883,26892660,0.0,1.0
2020-02-12 00:00:00+00:00,1518.27,1520.695,1508.11,1514.48,1167565,75.2920806467,75.4123381079,74.7882390775,75.1041318724,23351300,0.0,1.0
2020-02-13 00:00:00+00:00,1514.66,1527.18,1504.6,1512.69,929730,75.1130581994,75.733933834,74.6141757007,75.0153645093,18594600,0.0,1.0
2020-02-14 00:00:00+00:00,1520.74,1520.74,1507.34,1515.6,1197836,75.4145696897,75.4145696897,74.7500542341,75.1596734627,23956720,0.0,1.0
2020-02-18 00:00:00+00:00,1519.67,1531.63,1512.59,1515.0,1121140,75.3615076346,75.954612474,75.0104054387,75.1299190393,22422800,0.0,1.0
2020-02-19 00:00:00+00:00,1526.69,1532.106,1521.4,1525.07,949268,75.7096343882,75.9782176499,75.4472995554,75.6292974451,18985360,0.0,1.0
2020-02-20 00:00:00+00:00,1518.15,1529.64,1506.82,1522.0,1096552,75.2861297621,75.8559269698,74.7242670672,75.4770539788,21931040,0.0,1.0
2020-02-21 00:00:00+00:00,1485.11,1512.215,1480.44,1508.03,1732273,73.6476528478,74.9918089241,73.4160642525,74.784271821,34645460,0.0,1.0
2020-02-24 00:00:00+00:00,1421.59,1436.97,1411.39,1426.11,2867053,70.4976512258,71.2603562785,69.9918260283,70.7218012153,57341060,0.0,1.0
2020-02-25 00:00:00+00:00,1388.45,1438.14,1382.4,1433.0,2478278,68.854215241,71.3183774041,68.5541914719,71.0634811771,49565560,0.0,1.0
2020-02-26 00:00:00+00:00,1393.18,1415.7,1379.0,1396.14,2204037,69.0887792787,70.2055619696,68.3855830727,69.2355677674,44080740,0.0,1.0
2020-02-27 00:00:00+00:00,1318.09,1371.704,1317.17,1362.06,2978300,65.3650131924,68.0237692844,65.3193897432,67.5455165193,59566000,0.0,1.0
2020-02-28 00:00:00+00:00,1339.33,1341.14,1271.0,1277.5,3790618,66.4183197801,66.5080789573,63.029786864,63.3521264506,75812360,0.0,1.0
2020-03-02 00:00:00+00:00,1389.11,1390.87,1326.815,1351.61,2431468,68.8869451067,68.9742247487,65.7976920991,67.0272936454,48629360,0.0,1.0
2020-03-03 00:00:00+00:00,1341.39,1410.15,1332.0,1399.42,2402326,66.5204766338,69.9303335533,66.0548199078,69.3982252818,48046520,0.0,1.0
2020-03-04 00:00:00+00:00,1386.52,1388.09,1343.11,1359.23,1913315,68.7585051791,68.836362587,66.6057726475,67.4051748223,38266300,0.0,1.0
2020-03-05 00:00:00+00:00,1319.04,1358.91,1305.1,1350.2,2561288,65.4121243628,67.3893057965,64.7208299262,66.9573707504,51225760,0.0,1.0
2020-03-06 00:00:00+00:00,1298.41,1306.22,1261.05,1277.06,2660628,64.3890681055,64.7763715165,62.5363593429,63.3303065402,53212560,0.0,1.0
2020-03-09 00:00:00+00:00,1215.56,1254.76,1200.0,1205.3,3365365,60.2804781435,62.2244338045,59.5088467638,59.7716775037,67307300,0.0,1.0
2020-03-10 00:00:00+00:00,1280.39,1281.15,1218.77,1260.0,2611373,63.4954435899,63.5331325262,60.4396643086,62.484289102,52227460,0.0,1.0
2020-03-11 00:00:00+00:00,1215.41,1260.96,1196.07,1249.7,2611229,60.2730395377,62.5318961794,59.3139552907,61.9735048339,52224580,0.0,1.0
2020-03-12 00:00:00+00:00,1114.91,1193.87,1113.3,1126.0,4226748,55.2891736212,59.2048557383,55.2093325851,55.8391345467,84534960,0.0,1.0
2020-03-13 00:00:00+00:00,1219.73,1219.76,1117.143,1179.0,3700125,60.487271386,60.4887591072,55.3999096669,58.4674419454,74002500,0.0,1.0
2020-03-16 00:00:00+00:00,1084.33,1152.267,1074.44,1096.0,4252365,53.7726898428,57.1417336117,53.2822377641,54.3514133776,85047300,0.0,1.0
2020-03-17 00:00:00+00:00,1119.8,1130.86,1056.01,1093.11,3861489,55.5316721718,56.0801453761,52.3682810592,54.2080962383,77229780,0.0,1.0
2020-03-18 00:00:00+00:00,1096.8,1106.5,1037.28,1056.51,4233435,54.3910859421,54.8721157868,51.4394471426,52.393076412,84668700,0.0,1.0
2020-03-19 00:00:00+00:00,1115.29,1157.97,1060.108,1093.05,3651106,55.3080180893,57.4245494059,52.5715037709,54.205120796,73022120,0.0,1.0
2020-03-20 00:00:00+00:00,1072.32,1143.99,1065.49,1135.72,3601750,53.1771054681,56.7312713411,52.8384009486,56.3211562055,72035000,0.0,1.0
2020-03-23 00:00:00+00:00,1056.62,1071.32,1013.536,1061.32,4044137,52.3985313896,53.1275147625,50.261965428,52.6316077061,80882740,0.0,1.0
2020-03-24 00:00:00+00:00,1134.46,1135.0,1090.62,1103.77,3344450,56.2586719164,56.2854508974,54.0846153813,54.7367331604,66889000,0.0,1.0
2020-03-25 00:00:00+00:00,1102.49,1148.9,1086.01,1126.47,4081528,54.6732570572,56.9747617058,53.8560022283,55.8624421784,81630560,0.0,1.0
2020-03-26 00:00:00+00:00,1161.75,1169.97,1093.53,1111.8,3573755,57.6120022732,58.0196378735,54.2289243347,55.1349465267,71475100,0.0,1.0
2020-03-27 00:00:00+00:00,1110.71,1150.67,1105.91,1125.67,3208495,55.0808926575,57.0625372548,54.8428572705,55.8227696139,64169900,0.0,1.0
2020-03-30 00:00:00+00:00,1146.82,1151.63,1096.48,1125.04,2574061,56.8716130381,57.1101443322,54.3752169163,55.7915274693,51481220,0.0,1.0
2020-03-31 00:00:00+00:00,1162.81,1175.31,1138.14,1147.3,2487983,57.6645684212,58.2844522416,56.4411657131,56.8954165768,49759660,0.0,1.0
2020-04-01 00:00:00+00:00,1105.62,1129.69,1097.45,1122.0,2344173,54.8284759658,56.0221242505,54.4233199008,55.6407717242,46883460,0.0,1.0
2020-04-02 00:00:00+00:00,1120.84,1126.86,1096.4,1098.26,1964881,55.5832465056,55.8817825536,54.3712496599,54.4634883724,39297620,0.0,1.0
2020-04-03 00:00:00+00:00,1097.88,1123.54,1079.81,1119.015,2313400,54.4446439042,55.7171414108,53.5485398534,55.4927434678,46268000,0.0,1.0
2020-04-06 00:00:00+00:00,1186.92,1194.66,1130.94,1138.0,2664723,58.8602003341,59.2440323957,56.0841126326,56.4342230143,53294460,0.0,1.0
2020-04-07 00:00:00+00:00,1186.51,1225.0,1182.23,1221.0,2387329,58.8398681448,60.7486144047,58.6276199247,60.5502515822,47746580,0.0,1.0
2020-04-08 00:00:00+00:00,1210.28,1219.07,1188.16,1206.5,1975135,60.0186392178,60.4545415203,58.9216928091,59.8311863504,39502700,0.0,1.0
2020-04-09 00:00:00+00:00,1211.45,1225.57,1196.735,1224.08,2175421,60.0766603434,60.7768811069,59.3469331099,60.7029909555,43508420,0.0,1.0
2020-04-13 00:00:00+00:00,1217.56,1220.51,1187.598,1209.18,1739828,60.3796595548,60.5259521364,58.8938228325,59.9640894416,34796560,0.0,1.0
2020-04-14 00:00:00+00:00,1269.23,1282.07,1236.93,1245.09,2470353,62.942011315,63.5787559754,61.340231523,61.744891681,49407060,0.0,1.0
2020-04-15 00:00:00+00:00,1262.47,1280.46,1240.4,1245.61,1671703,62.6067781449,63.4989149393,61.5123112715,61.7706788479,33434060,0.0,1.0
2020-04-16 00:00:00+00:00,1263.47,1279.0,1242.62,1274.1,2518099,62.6563688506,63.4265125091,61.622402638,63.1835180515,50361980,0.0,1.0
2020-04-17 00:00:00+00:00,1283.25,1294.43,1271.23,1284.85,1949042,63.6372730081,64.1916970971,63.0411927263,63.7166181371,38980840,0.0,1.0
2020-04-20 00:00:00+00:00,1266.61,1281.6,1261.37,1271.0,1695488,62.8120836663,63.5554483438,62.5522283687,63.029786864,33909760,0.0,1.0
2020-04-21 00:00:00+00:00,1216.34,1254.27,1209.71,1247.0,2153003,60.3191588939,62.2001343587,59.9903725155,61.8396099287,43060060,0.0,1.0
2020-04-22 00:00:00+00:00,1263.21,1285.613,1242.0,1245.54,2093140,62.6434752671,63.7544558455,61.5916564005,61.7672074985,41862800,0.0,1.0
2020-04-23 00:00:00+00:00,1276.31,1293.31,1265.67,1271.55,1566203,63.2931135109,64.1361555068,62.765468403,63.0570617521,31324060,0.0,1.0
2020-04-24 00:00:00+00:00,1279.31,1280.4,1249.45,1261.17,1640394,63.4418856278,63.495939497,61.9611071575,62.5423102276,32807880,0.0,1.0
2020-04-27 00:00:00+00:00,1275.88,1296.15,1269.0,1296.0,1600563,63.2717895075,64.2769931108,62.9306054527,64.2695545049,32011260,0.0,1.0
2020-04-28 00:00:00+00:00,1233.67,1288.05,1232.2,1287.93,2951309,61.1785658226,63.8753083951,61.1056674853,63.8693575104,59026180,0.0,1.0
2020-04-29 00:00:00+00:00,1341.48,1359.99,1325.34,1341.46,3793630,66.5249397973,67.4428637586,65.7245458083,66.5239479832,75872600,0.0,1.0
2020-04-30 00:00:00+00:00,1348.66,1352.82,1322.49,1324.88,2668906,66.8810010637,67.0872983992,65.5832122972,65.7017340837,53378120,0.0,1.0
2020-05-01 00:00:00+00:00,1320.61,1352.07,1311.0,1328.5,2072639,65.4899817706,67.05010537,65.0134150895,65.8812524381,41452780,0.0,1.0
2020-05-04 00:00:00+00:00,1326.8,1327.66,1299.0,1308.23,1504017,65.7969482385,65.8395962454,64.4183266218,64.8760488349,30080340,0.0,1.0
2020-05-05 00:00:00+00:00,1351.11,1373.94,1337.46,1337.92,1651533,67.0024982925,68.1346541022,66.3255851606,66.3483968852,33030660,0.0,1.0
2020-05-06 00:00:00+00:00,1347.3,1371.12,1347.29,1361.69,1215423,66.8135577041,67.9948083123,66.813061797,67.5271679582,24308460,0.0,1.0
2020-05-07 00:00:00+00:00,1372.56,1377.6,1355.27,1365.94,1399759,68.0662189284,68.3161560849,67.208795628,67.7379284571,27995180,0.0,1.0
2020-05-08 00:00:00+00:00,1388.37,1398.76,1375.48,1383.13,1388068,68.8502479846,69.3654954161,68.2110237889,68.590392687,27761360,0.0,1.0
2020-05-11 00:00:00+00:00,1403.26,1416.53,1377.152,1378.28,1412116,69.5886535915,70.2467222553,68.2939394487,68.3498777647,28242320,0.0,1.0
2020-05-12 00:00:00+00:00,1375.74,1415.0,1374.77,1407.12,1390600,68.2239173724,70.1708484757,68.1758143879,69.7800737152,27812000,0.0,1.0
2020-05-13 00:00:00+00:00,1349.33,1385.482,1328.4,1377.05,1812585,66.9142268365,68.7070300267,65.8762933675,68.2888811968,36251700,0.0,1.0
2020-05-14 00:00:00+00:00,1356.13,1357.42,1323.91,1335.02,1603077,67.2514436348,67.3154156451,65.6536310992,66.2045838389,32061540,0.0,1.0
2020-05-15 00:00:00+00:00,1373.19,1374.48,1339.0,1350.0,1707747,68.097461073,68.1614330833,66.4019548473,66.9474526093,34154940,0.0,1.0
2020-05-18 00:00:00+00:00,1383.94,1392.325,1354.25,1361.75,1823964,68.6305611586,69.0463792254,67.1582131082,67.5301434005,36479280,0.0,1.0
2020-05-19 00:00:00+00:00,1373.485,1392.0,1373.485,1386.997,1280649,68.1120903312,69.030262246,68.1120903312,68.7821599457,25612980,0.0,1.0
2020-05-20 00:00:00+00:00,1406.72,1410.42,1387.25,1389.58,1655375,69.760237433,69.9437230438,68.7947063942,68.9102527384,33107500,0.0,1.0
2020-05-21 00:00:00+00:00,1402.8,1415.49,1393.45,1408.0,1378020,69.5658418669,70.1951479214,69.1021687692,69.8237135362,27560400,0.0,1.0
2020-05-22 00:00:00+00:00,1410.42,1412.76,1391.83,1396.71,1309408,69.9437230438,70.059765295,69.0218318261,69.2638344696,26188160,0.0,1.0
2020-05-26 00:00:00+00:00,1417.02,1441.0,1412.13,1437.27,2060643,70.271021701,71.4602068222,70.0285231505,71.2752334902,41212860,0.0,1.0
2020-05-27 00:00:00+00:00,1417.84,1421.74,1391.29,1417.25,1686142,70.3116860797,70.5050898317,68.995052845,70.2824275633,33722840,0.0,1.0
2020-05-28 00:00:00+00:00,1416.73,1440.84,1396.0,1396.86,1693976,70.2566403964,71.4522723093,69.2286250686,69.2712730754,33879520,0.0,1.0
2020-05-29 00:00:00+00:00,1428.92,1432.57,1413.35,1416.94,1838059,70.8611510981,71.0421571737,70.0890238114,70.2670544446,36761180,0.0,1.0
2020-06-01 00:00:00+00:00,1431.82,1437.96,1418.0,1418.39,1217140,71.0049641445,71.3094510771,70.3196205926,70.3389609678,24342800,0.0,1.0
2020-06-02 00:00:00+00:00,1439.22,1439.61,1418.83,1430.55,1278128,71.3719353662,71.3912757414,70.3607808782,70.9419839483,25562560,0.0,1.0
2020-06-03 00:00:00+00:00,1436.38,1446.552,1429.777,1438.3,1256186,71.2310977622,71.7355344199,70.9036503329,71.326311917,25123720,0.0,1.0
2020-06-04 00:00:00+00:00,1412.18,1438.96,1404.73,1430.4,1484272,70.0310026858,71.3590417827,69.6615519288,70.9345453425,29685440,0.0,1.0
2020-06-05 00:00:00+00:00,1438.39,1445.05,1406.0,1413.17,1735244,71.3307750805,71.66104918,69.7245321249,70.0800974843,34704880,0.0,1.0
2020-06-08 00:00:00+00:00,1446.61,1447.99,1422.34,1422.34,1404178,71.7384106808,71.8068458546,70.534844255,70.534844255,28083560,0.0,1.0
2020-06-09 00:00:00+00:00,1456.16,1468.0,1443.21,1445.36,1409249,72.2120019197,72.7991558744,71.5698022817,71.6764222988,28184980,0.0,1.0
2020-06-10 00:00:00+00:00,1465.85,1474.259,1456.27,1459.54,1525153,72.6925358573,73.109544101,72.2174568973,72.3796185047,30503060,0.0,1.0
2020-06-11 00:00:00+00:00,1403.84,1454.475,1402.0,1442.48,1991332,69.6174162008,72.1284415807,69.5261693024,71.5336010666,39826640,0.0,1.0
2020-06-12 00:00:00+00:00,1413.18,1437.0,1386.02,1428.49,1946367,70.0805933914,71.2618439997,68.7337098263,70.8398270947,38927340,0.0,1.0
2020-06-15 00:00:00+00:00,1419.85,1424.8,1387.92,1390.8,1506096,70.411363398,70.6568373909,68.827932167,68.9707533993,30121920,0.0,1.0
2020-06-16 00:00:00+00:00,1442.72,1455.02,1425.9,1445.22,1711614,71.5455028359,72.1554685152,70.7113871671,71.6694796,34232280,0.0,1.0
2020-06-17 00:00:00+00:00,1451.12,1460.0,1431.38,1447.16,1549615,71.9620647633,72.4024302293,70.983144234,71.7656855689,30992300,0.0,1.0
2020-06-18 00:00:00+00:00,1435.96,1451.41,1427.01,1449.16,1581916,71.2102696658,71.9764460679,70.7664328504,71.8648669802,31638320,0.0,1.0
2020-06-19 00:00:00+00:00,1431.72,1447.8,1421.35,1444.0,3157875,71.0000050739,71.7974236205,70.4857494565,71.6089789391,63157500,0.0,1.0
2020-06-22 00:00:00+00:00,1451.86,1452.75,1423.21,1429.0,1542440,71.9987618854,72.0428976134,70.5779881689,70.8651183546,30848800,0.0,1.0
2020-06-23 00:00:00+00:00,1464.41,1475.941,1445.24,1455.64,1429764,72.6211252412,73.1929556679,71.6704714141,72.1862147527,28595280,0.0,1.0
2020-06-24 00:00:00+00:00,1431.97,1475.42,1429.75,1461.51,1756022,71.0124027503,73.1671189102,70.9023113838,72.4773121948,35120440,0.0,1.0
2020-06-25 00:00:00+00:00,1441.33,1442.9,1420.0,1429.9,1230474,71.4765717551,71.5544291629,70.4188020038,70.9097499896,24609480,0.0,1.0
2020-06-26 00:00:00+00:00,1359.9,1433.45,1351.99,1431.39,4267698,67.4384005951,71.0857969947,67.0461381135,70.983640141,85353960,0.0,1.0
2020-06-29 00:00:00+00:00,1394.97,1395.6,1347.01,1358.18,1810180,69.1775466418,69.2087887863,66.7991763994,67.3531045814,36203600,0.0,1.0
2020-06-30 00:00:00+00:00,1413.61,1418.65,1383.96,1390.44,2042381,70.1019173948,70.3518545512,68.6315529727,68.9529007452,40847620,0.0,1.0
2020-07-01 00:00:00+00:00,1438.04,1443.0,1409.82,1411.1,1775613,71.3134183335,71.5593882335,69.9139686205,69.9774447237,35512260,0.0,1.0
2020-07-02 00:00:00+00:00,1464.7,1482.95,1446.42,1446.94,1859790,72.6355065458,73.5405369237,71.7289884468,71.7547756137,37195800,0.0,1.0
2020-07-06 00:00:00+00:00,1495.7,1506.59,1472.86,1480.06,1563997,74.1728184205,74.7128612049,73.0401667038,73.3972197844,31279940,0.0,1.0
2020-07-07 00:00:00+00:00,1485.18,1516.8,1483.55,1490.0,1458216,73.6511241972,75.2191823095,73.570291347,73.8901513984,29164320,0.0,1.0
2020-07-08 00:00:00+00:00,1496.0,1505.88,1485.63,1494.32,1249731,74.1876956322,74.6776518039,73.6734400148,74.1043832468,24994620,0.0,1.0
2020-07-09 00:00:00+00:00,1510.99,1522.72,1488.085,1506.45,1423322,74.9310603097,75.5127592868,73.7951851971,74.7059185061,28466440,0.0,1.0
2020-07-10 00:00:00+00:00,1541.74,1543.83,1496.54,1506.15,1857204,76.455974508,76.5596190828,74.2144746133,74.6910412944,37144080,0.0,1.0
2020-07-13 00:00:00+00:00,1511.34,1577.132,1505.243,1550.0,1846424,74.9484170567,78.2110887619,74.6460625244,76.8655937366,36928480,0.0,1.0
2020-07-14 00:00:00+00:00,1520.58,1522.95,1483.5,1490.31,1585021,75.4066351768,75.5241651491,73.5678118118,73.9055245171,31700420,0.0,1.0
2020-07-15 00:00:00+00:00,1513.64,1535.33,1498.0,1523.13,1761036,75.0624756796,76.1380980849,74.2868770435,75.5330914761,35220720,0.0,1.0
2020-07-16 00:00:00+00:00,1518.0,1518.69,1486.31,1500.0,1519346,75.2786911562,75.3129087431,73.7071616946,74.3860584548,30386920,0.0,1.0
2020-07-17 00:00:00+00:00,1515.55,1523.44,1498.42,1521.62,1457014,75.1571939274,75.5484645949,74.3077051399,75.4582095106,29140280,0.0,1.0
2020-07-20 00:00:00+00:00,1565.72,1570.29,1503.6,1515.26,1547136,77.6451596292,77.871789154,74.5645849951,75.1428126228,30942720,0.0,1.0
2020-07-21 00:00:00+00:00,1558.42,1586.99,1554.28,1586.99,1183101,77.2831474781,78.6999539381,77.0778419567,78.6999539381,23662020,0.0,1.0
2020-07-22 00:00:00+00:00,1568.49,1570.0,1546.1,1560.5,931985,77.7825258838,77.8574078493,76.6721899846,77.3862961458,18639700,0.0,1.0
2020-07-23 00:00:00+00:00,1515.68,1571.87,1507.3918,1566.97,1627634,75.1636407191,77.9501424689,74.7526230327,77.7071480112,32552680,0.0,1.0
2020-07-24 00:00:00+00:00,1511.87,1517.6362,1488.4,1498.93,1544404,74.9747001307,75.2606500575,73.8108062694,74.3329963997,30888080,0.0,1.0
2020-07-27 00:00:00+00:00,1530.2,1540.97,1515.21,1515.6,1245980,75.883697765,76.4177896647,75.1403330875,75.1596734627,24919600,0.0,1.0
2020-07-28 00:00:00+00:00,1500.34,1526.48,1497.66,1525.18,1702174,74.4029192947,75.69922034,74.2700162036,75.6347524227,34043480,0.0,1.0
2020-07-29 00:00:00+00:00,1522.02,1531.2522,1501.33,1506.32,1106534,75.4780457929,75.9358771055,74.4520140933,74.6994717144,22130680,0.0,1.0
2020-07-30 00:00:00+00:00,1531.45,1537.87,1492.22,1497.0,1671396,75.945686147,76.2640584772,74.0002427649,74.2372863379,33427920,0.0,1.0
2020-07-31 00:00:00+00:00,1482.96,1508.95,1454.03,1505.01,3429036,73.5410328307,74.8298952702,72.1063737167,74.63450789,68580720,0.0,1.0
2020-08-03 00:00:00+00:00,1474.45,1490.47,1465.64,1486.64,2331514,73.1190159258,73.91345903,72.6821218091,73.7235266275,46630280,0.0,1.0
2020-08-04 00:00:00+00:00,1464.97,1485.56,1458.65,1476.57,1903489,72.6488960363,73.6699686654,72.3354827767,73.2241482217,38069780,0.0,1.0
2020-08-05 00:00:00+00:00,1473.61,1482.41,1463.46,1469.3,1979957,73.077359733,73.5137579426,72.5740140708,72.8636237917,39599140,0.0,1.0
2020-08-06 00:00:00+00:00,1500.1,1502.39,1466.0,1471.75,1995368,74.3910175253,74.5045802412,72.6999744631,72.9851210205,39907360,0.0,1.0
2020-08-07 00:00:00+00:00,1494.49,1516.845,1481.64,1500.0,1577826,74.1128136667,75.2214138912,73.4755730993,74.3860584548,31556520,0.0,1.0
2020-08-10 00:00:00+00:00,1496.1,1504.075,1473.08,1487.18,1289530,74.1926547028,74.5881405802,73.051076659,73.7503056085,25790600,0.0,1.0
2020-08-11 00:00:00+00:00,1480.32,1510.0,1478.0,1492.44,1454365,73.4101133678,74.8819655111,73.2950629308,74.0111527202,29087300,0.0,1.0
2020-08-12 00:00:00+00:00,1506.62,1512.3859,1485.25,1485.58,1437655,74.7143489261,75.0002839757,73.6545955466,73.6709604795,28753100,0.0,1.0
2020-08-13 00:00:00+00:00,1518.45,1537.25,1508.005,1510.34,1455208,75.3010069738,76.2333122397,74.7830320534,74.898826351,29104160,0.0,1.0
2020-08-14 00:00:00+00:00,1507.73,1521.9,1502.88,1515.66,1355200,74.7693946093,75.4720949082,74.528879687,75.162648905,27104000,0.0,1.0
2020-08-17 00:00:00+00:00,1517.98,1525.61,1507.97,1514.67,1364082,75.2776993421,75.6560764261,74.7812963787,75.1135541065,27281640,0.0,1.0
2020-08-18 00:00:00+00:00,1558.6,1562.47,1523.71,1526.18,2027086,77.2920738051,77.4839898359,75.5618540854,75.6843431283,40541720,0.0,1.0
2020-08-19 00:00:00+00:00,1547.53,1573.68,1543.95,1553.31,1660611,76.7431046937,78.0399016461,76.5655699675,77.0297389722,33212220,0.0,1.0
2020-08-20 00:00:00+00:00,1581.75,1585.87,1538.2,1543.45,1706877,78.4400986406,78.6444123478,76.2804234101,76.5407746147,34137540,0.0,1.0
2020-08-21 00:00:00+00:00,1580.42,1597.72,1568.005,1577.03,1446453,78.3741430021,79.2320622096,77.7584743916,78.2060305099,28929060,0.0,1.0
2020-08-24 00:00:00+00:00,1588.2,1614.17,1580.57,1593.98,1410229,78.7599586919,80.0478293173,78.3815816079,79.0465929705,28204580,0.0,1.0
2020-08-25 00:00:00+00:00,1608.22,1611.62,1582.07,1582.07,2132084,79.7527646187,79.9213730179,78.4559676664,78.4559676664,42641680,0.0,1.0
2020-08-26 00:00:00+00:00,1652.38,1659.22,1603.6,1608.0,3581072,81.9426901797,82.2818906062,79.5236555587,79.7418546635,71621440,0.0,1.0
2020-08-27 00:00:00+00:00,1634.33,1655.0,1625.75,1653.68,1861602,81.0475779429,82.0726178284,80.6220896886,82.007158097,37232040,0.0,1.0
2020-08-28 00:00:00+00:00,1644.41,1647.1699,1630.75,1633.49,1499782,81.5474522557,81.6843176442,80.8700432167,81.0059217502,29995640,0.0,1.0
