symbol,date,open,high,low,close,volume,change,changePercent,vwap
MSFT,2021-08-05,286.88,289.63,286.1,289.52,13900200,2.64,0.92025,288.0325
MSFT,2021-08-06,288.51,289.5,287.62,289.46,16589336,0.955,0.32928,288.7725
MSFT,2021-08-09,289.75,291.55,287.81,288.33,16117629,-1.42,-0.49008,289.36
MSFT,2021-08-10,288.8,289.25,285.2,286.44,18616600,-2.36,-0.81717,287.4225
MSFT,2021-08-11,287.21,288.66,285.86,286.95,13955934,-0.26,-0.0905261,287.17
MSFT,2021-08-12,286.63,289.97,286.34,289.81,14570391,3.18,1.11,288.1875
MSFT,2021-08-13,289.48,292.9,289.3,292.85,18249046,3.37,1.16,291.1325
MSFT,2021-08-16,293.19,294.82,290.02,294.6,22516027,1.41,0.48092,293.1575
MSFT,2021-08-17,292.39,293.43,291.08,293.08,20075300,0.69,0.23599,292.495
MSFT,2021-08-18,292.04,294.82,290.27,290.73,21813000,-1.31,-0.44857,291.965
MSFT,2021-08-19,288.69,297.47,288.64,296.77,29850500,8.08,2.8,292.8925
MSFT,2021-08-20,299.72,305.84,298.06,304.36,40817646,4.64,1.55,301.995
MSFT,2021-08-23,303.25,305.4,301.85,304.65,22830200,1.4,0.46167,303.7875
MSFT,2021-08-24,305.02,305.65,302.0,302.62,18175800,-2.4,-0.78683,303.8225
MSFT,2021-08-25,304.3,304.59,300.42,302.01,20006100,-2.29,-0.75255,302.83
MSFT,2021-08-26,300.99,302.43,298.95,299.09,17666100,-1.9,-0.63125,300.365
MSFT,2021-08-27,298.99,300.87,296.83,299.72,22605726,0.733,0.24416,299.1025
MSFT,2021-08-30,301.12,304.22,301.06,303.59,16348100,2.47,0.82027,302.4975
MSFT,2021-08-31,304.42,304.5,301.5,301.88,26285338,-2.54,-0.83437,303.075
MSFT,2021-09-01,302.87,305.19,301.49,301.83,18983826,-1.04,-0.34338,302.845
MSFT,2021-09-02,302.2,303.36,300.18,301.15,16290545,-1.05,-0.34745,301.7225
MSFT,2021-09-03,300.99,302.6,300.26,301.14,14751610,0.15,0.04983554,301.2475
MSFT,2021-09-07,301.01,301.09,298.2,300.18,17184083,-0.825,-0.27574,300.12
MSFT,2021-09-08,299.78,300.61,297.47,300.21,15046819,0.43,0.14344,299.5175
